"mt_id","var3","timestamps","xpos","ypos","steps","dist","vel","acc","subject_nr","Condition","Target_subj","Target_obj","Target_pic","Target_pos","responded_correct","initiation_time","AUC","RT"
"id02","M",190.416812947802,-7,-5,13,0.745323657040379,0.0469700324568307,0.00132249877002595,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","N",206.284880693452,-7.40346062909909,-6,14,1.07832299392763,0.0679555325331415,0.0038364251549293,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","O",222.152948439103,-8,-7.95534557655709,15,2.04431786784644,0.128832186792676,-0.00237567362297546,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","P",238.021016184753,-9,-9,16,1.4461337643589,0.0911348368017473,-0.00177180939802132,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","Q",253.889083930403,-9,-10,17,1,0.0630196452415653,-0.00122586818410128,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","R",269.757151676053,-9.69133181695973,-10,18,0.691331816959732,0.0435674858490091,0.00141075772858128,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","S",285.625219421703,-10,-11,19,1.04655436897534,0.0659534850588364,-0.00415636523085275,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","T",301.493287167354,-10,-11,20,0,0,0.00163701623352727,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","U",317.361354913004,-10,-11.4121934421365,21,0.412193442136468,0.0259762844943399,0.000697443219318205,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","V",333.229422658654,-10,-12,22,0.587806557863532,0.0370433607472255,-0.00233445945284549,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","W",349.097490404304,-10,-12,23,0,0,0.00397147568637274,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","X",364.965558149954,-10,-13,24,1,0.0630196452415653,-0.00397147568637274,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","Y",380.833625895604,-10,-13,25,0,0,0.00397147568637274,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","Z",396.701693641255,-10,-14,26,1,0.0630196452415653,-0.00397147568637274,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","A1",412.569761386905,-10,-14,27,0,0,0.00231323349127545,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","B1",428.437829132555,-10.4118627979422,-14.4118627979422,28,0.582461954686719,0.0367065457510657,0.000990047795752446,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","C1",444.305896878205,-11,-15,29,0.831751607686376,0.0524166912454972,-0.00330328128702791,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","D1",460.173964623855,-11,-15,30,0,0,0,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","E1",476.042032369506,-11,-15,31,0,0,0,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","F1",491.910100115156,-11,-15,32,0,0,0,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","G1",507.778167860806,-11,-15,33,0,0,0,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","H1",523.646235606456,-11,-15,34,0,0,0,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","I1",539.514303352106,-11,-15,35,0,0,0,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","J1",555.382371097757,-11,-15,36,0,0,0,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","K1",571.250438843407,-11,-15,37,0,0,0.00397147568637274,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
